Issue_URL,Conversation_ID,ConversationURL,PrimaryLanguage,Model,TokensOfPrompts,TokensOfAnswers,TokensDiff,Dev Sentiment Scores,GPT Sentiment Scores,Dev Sentiment Labels,GPT Sentiment Labels,Dev Sentiment EMA,GPT Sentiment EMA,Topic_ID,Topic_Name
https://api.github.com/repos/juliuscc/semantic-release-slack-bot/issues/106,cb66708e,https://chat.openai.com/share/e75da555-669f-4284-8b78-1040de2973c8,JavaScript,GPT-4,33,521,488,[6.76101990393363e-05],[-9.937494178302586e-05],['Neutral'],['Neutral'],6.76101990393363e-05,-9.937494178302586e-05,27,Blog Automation and Key Retrieval
https://api.github.com/repos/Yink/Amadeus/issues/110,9c1103e1,https://chat.openai.com/share/8f825dac-d02f-43bc-87ab-289a2e06c17c,Java,GPT-3.5,20,71,51,[-6.23674422968179e-05],[-0.9857589980238117],['Neutral'],['Negative'],-6.23674422968179e-05,-0.9857589980238116,16,Environment Management & Package Installation
https://api.github.com/repos/Jerome-CM/BugsPointer/issues/21,2a14c0f2,https://chat.openai.com/share/2a0768d2-f9aa-42c9-9aef-b6979171bc09,Java,GPT-3.5,31,522,491,[-0.00015263054228853434],[-0.00037135020102141425],['Neutral'],['Neutral'],-0.0001526305422885,-0.0003713502010214,5,Containerization and CI/CD Integration
https://api.github.com/repos/kukulich/home-assistant-jablotron100/issues/71,c9de7fb3,https://chat.openai.com/share/c9b839a8-d582-459a-8a66-8228d8e12e11,Python,GPT-4,64,498,434,[-0.010790416206873488],[-0.00012487502681324258],['Neutral'],['Neutral'],-0.0107904162068734,-0.0001248750268132,15,Library Utilization
https://api.github.com/repos/rospogrigio/localtuya/issues/1354,9d4c0a0a,https://chat.openai.com/share/69b96cbf-b258-4786-ab53-56b8b650ef59,Python,GPT-4,752,7081,6329,"[-0.00021035479585407302, -1.1430725862737745e-05, -0.0002133961534127593, -3.5197255783714354e-05, -3.0162918847054243e-05, 5.9393642004579306e-05, -0.0005103511139168404, -7.818314770702273e-06, -9.751252946443856e-06, -0.0016813903275760822, -6.189518899191171e-06, 0.00011560646089492366, -0.00010096044570673257, -7.11999018676579e-06, -0.0007282712031155825]","[-0.00016439739556517452, -0.00016439739556517452, -0.00016439739556517452, -0.00016439739556517452, -0.00016439739556517452, -5.4845368140377104e-05, -9.82185811153613e-05, -8.902474655769765e-05, -0.000333531730575487, -0.0006914553014212288, -0.0006914553014212288, -0.00024002893042052165, 1.2647513358388096e-05, 2.8829133952967823e-05, -5.66901289857924e-05]","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']",-0.0002607343348172,-0.0001904288922685,15,Library Utilization
https://api.github.com/repos/WhaleFell/CameraHack/issues/5,6dc490c6,https://chat.openai.com/share/c3ec7baf-2bce-4756-b615-4aa8110a81bd,Python,GPT-4,195,3645,3450,"[-0.00040294865902978927, -0.00047335326235042885, -0.0003675075713545084, -0.00037496432196348906, -0.0005419273365987465, -0.00022635640198132023, -0.001110193901695311, -0.00024191054399125278]","[-0.0003987728705396876, -0.0003987728705396876, -0.0004600221509463154, -0.00044039883505320176, -0.00044039883505320176, -0.00033534517569933087, -0.0004945505352225155, -0.0007023744838079438]","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']",-0.0004791402591772,-0.0004858789014082,17,Language-Specific Security
https://api.github.com/repos/AdaskoTheBeAsT/Typewriter/issues/28,55cfcb59,https://chat.openai.com/share/e6d0fb78-665f-4fe0-ae8a-761f41cda357,C#,GPT-4-PLUGINS,80,1187,1107,"[-4.5963584852870554e-05, -2.197433786932379e-05]","[-0.00012913004320580512, -0.00012824413715861738]","['Neutral', 'Neutral']","['Neutral', 'Neutral']",-2.9970753530506048e-05,-0.0001285394391743,27,Blog Automation and Key Retrieval
https://api.github.com/repos/deep-foundation/deepcase-app/issues/119,ce64ff03,https://chat.openai.com/share/8d98842f-d802-4d26-b406-2f4a880a32c3,TypeScript,GPT-4,90,1325,1235,"[-2.0944913558196276e-05, -0.8720974622265203, -3.091918915743008e-05]","[0.00014919746899977326, 0.0001483765518059954, -0.00065650404576445]","['Neutral', 'Negative', 'Neutral']","['Neutral', 'Neutral', 'Neutral']",-0.2180450613795983,-0.0002538585176807,0,UNKNOWN
https://api.github.com/repos/sillsdev/languageforge-lexbox/issues/60,58e022e3,https://chat.openai.com/share/900e523f-0a1d-4333-a308-2422fb017fef,TypeScript,GPT-3.5,280,408,128,"[-7.127922435756773e-05, 0.9996522514993558, 0.0011247785005252808]","[-0.00013273038348415866, 2.5156921765301377e-05, -1.2799428077414632e-05]","['Neutral', 'Positive', 'Neutral']","['Neutral', 'Neutral', 'Neutral']",0.2504576323190122,-3.329307946842164e-05,12,Ad-hoc Dialogue
https://api.github.com/repos/sillsdev/languageforge-lexbox/issues/60,54c60228,https://chat.openai.com/share/88610493-ec5e-44c3-ba1e-1c53618b4f18,TypeScript,GPT-3.5,182,116,-66,[-9.748224692884833e-05],[-0.00013051938731223345],['Neutral'],['Neutral'],-9.748224692884833e-05,-0.0001305193873122,12,Ad-hoc Dialogue
https://api.github.com/repos/free2z/zuu/issues/64,cf98f489,https://chat.openai.com/share/78040eb8-1861-4c61-8cb2-e0694c9da0b5,JavaScript,GPT-4,33,648,615,"[-2.14177998714149e-06, -0.00033688270923448727, 0.0010155831405427307]","[7.579190423712134e-06, -0.000111409965029452, -8.17070686025545e-05]","['Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral']",0.0004230354479659,-6.681122795271222e-05,16,Environment Management & Package Installation
https://api.github.com/repos/numbersprotocol/capture-lite/issues/2773,c67e369e,https://chat.openai.com/share/cd25dd60-323c-4c35-8a8f-01447b7ff4e8,TypeScript,GPT-3.5,217,855,638,"[8.161158621078357e-05, 4.023092333227396e-05, 0.00021475124958669767]","[-0.00012485801562434062, -0.00012591870472533628, -7.611194450873882e-05]","['Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral']",0.0001378362521791,-0.0001007501523417,15,Library Utilization
https://api.github.com/repos/Ratescale/Satellite-Instrument-Info-Manager/issues/3,daf66ac3,https://chat.openai.com/share/00c86152-4136-498e-a86d-7b57e95df3dd,Python,GPT-4-PLUGINS,340,4071,3731,"[-0.00029546289442805573, -0.0002892329648602754, -0.0016647819720674306, -0.001330791274085641, -0.0004480875431909226, -0.0024038675910560414, -0.0018616537563502789, -0.0025883427224471234]","[-0.0010130427544936538, -0.0010130427544936538, -0.0010130427544936538, -0.0013091448781779036, -0.0015701885495218448, -0.0010315306499251164, -0.0007194540739874355, -0.0021243616865831427]","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']",-0.0015455829334442,-0.0012940774613303,11,Algorithms & Data Structures
https://api.github.com/repos/teremterem/botmerger/issues/5,49765979,https://chat.openai.com/share/eeb02d4d-1556-4ba2-ac10-461d16ad79aa,Python,GPT-4,136,1406,1270,"[-0.022312484703434166, -0.0002561971195973456, -0.00014424885011976585]","[-0.00030403347773244604, 0.00034891057293862104, -0.0025048434545169584]","['Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral']",-0.0057142948808177,-0.0012412024534569,2,React Components
https://api.github.com/repos/ArtLabss/tennis-tracking/issues/31,adefe7c9,https://chat.openai.com/share/5829196a-05cb-4b84-abef-9cad16bca6b0,Python,GPT-4-PLUGINS,379,3080,2701,"[-8.936801896197721e-05, -8.706418157089502e-06]","[0.0002585278416518122, 0.0002585278416518122]","['Neutral', 'Neutral']","['Neutral', 'Neutral']",-3.559361842538541e-05,0.0002585278416518,7,Text Styling and Page Layout
https://api.github.com/repos/Takuzen/notan/issues/1,9e51c6d5,https://chat.openai.com/share/f44fdac2-da91-428b-b0dc-b7dcbcfbb605,TypeScript,GPT-3.5,41,1882,1841,"[-2.376188786001876e-05, 2.819127985276282e-05, 4.8848611186258495e-05, 1.3088116247672588e-05]","[-1.4611316146329045e-05, -3.471223317319527e-05, 5.895202775718644e-05, 8.616684499429539e-05]","['Neutral', 'Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral', 'Neutral']",1.5885889704804867e-05,4.046061879489571e-05,1,API Development and Management
https://api.github.com/repos/Ratescale/spaceweather/issues/5,a6d335c5,https://chat.openai.com/share/4d816a9a-67c0-4a14-9f0c-eca6a4da3a2b,Python,GPT-4-PLUGINS,851,8522,7671,"[-0.00034446387144271284, -0.002367140114074573, -0.00043119112524436787, -0.002242250629933551, -0.0003306332801003009, -0.000321734587487299, -0.0008563558294554241, -0.0010905754315899685, -0.00023265094205271453, -0.0024046944090514444, -0.003687349431857001, -0.0007866714877309278, -0.0006034586476744153, -0.0012852243598899804, -0.0020186663459753618, -0.00045409869926515967]","[-0.0009053124667843804, -0.0009053124667843804, -0.0010059313717647456, -0.001449278526706621, -0.00119311228627339, -0.00119311228627339, -0.00119311228627339, -0.00119311228627339, -0.00119311228627339, -0.0011460494861239567, -0.0013040974226896651, -0.0007558193319709972, -0.001146461785538122, -0.0008174517643055879, -0.0008903518828446977, -0.0007210336552816443]","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']",-0.0011326064198937,-0.0009936402034521,7,Text Styling and Page Layout
https://api.github.com/repos/multitheftauto/mtasa-blue/issues/3056,e3f493f8,https://chat.openai.com/share/ea806555-dfea-4516-b542-5ac45a6790e8,C++,GPT-3.5,28,1704,1676,"[-2.8055976144969463e-05, -4.49675862910226e-05, 0.00014264243509387597]","[3.69419067283161e-05, 0.0005056508452980779, 6.0712918639183044e-06]","['Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral']",5.306532693793997e-05,0.0001386838339385,9,Java Backend Development
https://api.github.com/repos/Ratescale/Satellite-Instrument-Info-Manager/issues/2,a44bfaac,https://chat.openai.com/share/f0012281-2068-4927-ae38-dc45a4955fb6,Python,GPT-4-PLUGINS,17126,22330,5204,"[-0.0008635271224193275, -0.00223602176993154, -0.0004190002437098883, -0.001379592329612933, -0.0009476343475398608, -0.00025006333453347906, -0.00018598505266709253, -1.6444377251900733e-05, -0.00019319385319249704, -0.00036250102129997686, -0.00041432452417211607, -0.0002719970798352733, -0.00025496361922705546, -0.00031896714062895626, -0.0010090694850077853, -0.0013791028904961422, -0.0008201167947845533, -0.00035468279020278715, -0.00034679956297622994, -0.0003896976268151775, -0.0003487034628051333, -0.0013485698073054664, -0.0009397967369295657, -0.0044171231565997005, -0.001961092188139446, -0.007588285669044126, -0.000672775975544937, -0.0007897706236690283, -0.0015783810740686022, -0.0009250528091797605, -0.0004852909332839772, -0.00025496196758467704, -0.0012544789497042075, -0.0003441930457483977, -3.9521844882983714e-05, -0.0003199877100996673, -3.498821024550125e-05, -0.00024859653785824776, -0.0006176839815452695, -0.00025459903554292396, -0.0006747328880010173, -0.0006982683771639131, -0.0002949394111055881, -0.00024859653785824776, -8.993699884740636e-05, -0.0010007631135522388, -0.0003517532968544401, -0.0004309110954636708, -0.001270602035219781, -0.0010635035578161478, -0.002140377546311356]","[-0.0013549345021601766, -0.0013549345021601766, -0.0010109085633303039, -0.0010581155002000742, -0.0013780515437247232, -0.0009594412476872094, -0.001090379388188012, -0.0015492793027078733, -0.0016841897886479273, -0.001300968520808965, -0.002740745243499987, -0.0011549897608347237, -0.001210776150401216, -0.0009774754362297244, -0.0013915447634644806, -0.0008020704917726107, -0.0009618193944334053, -0.0015099263546289876, -0.001367383258184418, -0.0009938400035025552, -0.001093037033569999, -0.0018349038509768434, -0.0016324551543220878, -0.0016185967833735049, -0.001217467142851092, -0.002076907992886845, -0.0006556197404279374, -0.0032870159921003506, -0.0021948067733319476, -0.0006190063068061136, -0.0010663334905984811, -0.0032848518894752488, -0.0009464716713409871, -0.002059055826975964, -0.0011182561138411984, -0.0019813216931652278, -0.0011830483272206038, -0.0016567690763622522, -0.001461292260501068, -0.0014204789331415668, -0.0039259848854271695, -0.0005408156575867906, -0.0035550647880882025, -0.002611072894069366, -0.0016699720144970343, -0.0017982568169827573, -0.002488467755028978, -0.0019483446958474815, -0.0020746633817907423, -0.0009831179195316508, -0.0017622075829422101]","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']",-0.0008627570336118,-0.0016871078426996,11,Algorithms & Data Structures
https://api.github.com/repos/karpathy/ng-video-lecture/issues/18,a23fe6cb,https://chat.openai.com/share/b50316a4-0f63-4813-8888-9cb3ca68b7f1,Python,GPT-4,295,860,565,"[-9.880797006189823e-05, -0.0020549723849399015]","[-2.7514448447618634e-05, -0.00011536693637026474]","['Neutral', 'Neutral']","['Neutral', 'Neutral']",-0.0014029175799805,-8.60827737293827e-05,20,Python Backend Development
https://api.github.com/repos/Laboratoria/curriculum/issues/1385,1e0e1e15,https://chat.openai.com/share/2f7c5c0c-2307-4ef7-ae3d-0e9cb244a717,JavaScript,GPT-3.5,243,1486,1243,"[0.0001393660786561668, -0.0003967178054153919, -7.21934120520018e-05, 1.9152110326103866e-05, -5.129659257363528e-05]","[-7.77796667534858e-05, 7.864334475016221e-05, -6.982791819609702e-05, 7.681075658183545e-05, -8.270399121101946e-05]","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']",-3.5191063494651495e-05,-2.8440457686816383e-05,7,Text Styling and Page Layout
https://api.github.com/repos/britannio/in_app_review/issues/91,0c82fe10,https://chat.openai.com/share/78f1d49b-2b20-4b92-814d-7149b6c39f22,C++,GPT-4-BROWSING,66,313,247,[-0.3330186764651444],[-0.002035189390880987],['Neutral'],['Neutral'],-0.3330186764651444,-0.0020351893908809,1,API Development and Management
https://api.github.com/repos/paulio11/P5-Pokebox/issues/69,1e944972,https://chat.openai.com/share/1643854b-ee67-4b92-8f6a-57d85566ed77,JavaScript,GPT-3.5,16,400,384,[-4.508959682425484e-05],[-0.00016000770119717345],['Neutral'],['Neutral'],-4.508959682425484e-05,-0.0001600077011971,6,Node.js Ecosystem
https://api.github.com/repos/pionxzh/chatgpt-exporter/issues/147,11b15137,https://chat.openai.com/share/401d72e6-ce08-4c22-9cbf-edf237b275ad,TypeScript,GPT-3.5,8,367,359,[4.043713124701753e-05],[0.0015394366928376257],['Neutral'],['Neutral'],4.043713124701753e-05,0.0015394366928376,11,Algorithms & Data Structures
https://api.github.com/repos/The-Poolz/EthSmartContractIO/issues/63,e0fa635f,https://chat.openai.com/share/e3b4ae7c-87fe-494f-919c-57b46d9e177c,C#,GPT-4,3015,4851,1836,"[0.0022691444100928493, 0.35909797457861714, -0.00030740330112166703, -0.002130314016540069, -0.00038627944741165265, -4.832319973502308e-06, -2.1655650925822556e-05, -8.525102020939812e-05]","[-0.00028143426607130095, 0.0014393238816410303, -4.4785236241295934e-05, -4.4785236241295934e-05, -0.0012336419895291328, 4.9170310376212e-05, -2.9826274840161204e-05, -0.000117184390546754]","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']",0.0178001085137776,-0.0001376975922363,18,Interaction with GUI
https://api.github.com/repos/SafEight/wdm-project/issues/8,88f34a26,https://chat.openai.com/share/6d2cf27c-1323-4136-942b-81952b7b9380,Python,GPT-3.5,84,1098,1014,"[-0.00016188921290449798, -0.0001531002635601908]","[3.566427039913833e-06, 0.00011020757665392011]","['Neutral', 'Neutral']","['Neutral', 'Neutral']",-0.0001560299133416,7.466052678258468e-05,17,Language-Specific Security
https://api.github.com/repos/maro114510/Markdown_Viewer/issues/47,9d236a4b,https://chat.openai.com/share/15583200-c7c8-482b-a49c-21f2377da058,TypeScript,GPT-3.5,261,904,643,[-0.002348380134208128],[-0.0007019955592113547],['Neutral'],['Neutral'],-0.0023483801342081,-0.0007019955592113,5,Containerization and CI/CD Integration
https://api.github.com/repos/codegouvfr/sill/issues/15,6ea57fc3,https://chat.openai.com/share/4dfcf80c-9ef0-4580-8cac-48235f4c438b,TypeScript,GPT-4,378,289,-89,[-0.000233081475016661],[-2.5476081646047533e-05],['Neutral'],['Neutral'],-0.0002330814750166,-2.5476081646047533e-05,6,Node.js Ecosystem
https://api.github.com/repos/StreamSG/ABCWorkshop/issues/38,fc2cfcdc,https://chat.openai.com/share/714269d7-1801-4ced-8581-c640ffd7126a,TypeScript,GPT-3.5,248,2093,1845,"[-6.716998905176297e-05, -5.777771002613008e-05, 6.535032298415899e-06, -0.0009519783961877692, -0.9995729781949194, -7.871964771766216e-05]","[9.995010623242706e-05, -5.8006320614367723e-05, -0.00025801426090765744, 0.8435957893671002, 0.0001315037370659411, -7.356105925282463e-05]","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Negative', 'Neutral']","['Neutral', 'Neutral', 'Neutral', 'Positive', 'Neutral', 'Neutral']",-0.2041718549458185,0.1229663719156077,3,Server Communication
https://api.github.com/repos/OpenAdaptAI/OpenAdapt/issues/185,7584c69b,https://chat.openai.com/share/dda1e1e2-f52f-49c1-ac2e-ece2f0488cb7,Python,GPT-4,59,1726,1667,"[-1.9503080693539232e-05, 0.0003628084232332185, 5.9393642004579306e-05]","[-0.0001283641904592514, -0.00012489026266848668, -5.004677950637415e-05]","['Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral']",0.0001155231566372,-8.83370030351216e-05,12,Ad-hoc Dialogue
https://api.github.com/repos/OpenAdaptAI/OpenAdapt/issues/185,fdf3bc67,https://chat.openai.com/share/08654d52-0c47-453d-88e4-5353d4c03aa1,Python,GPT-3.5,119,3599,3480,"[-1.9503080693539232e-05, 0.0019030090479645878, 0.9939360949210823, 4.232141509419307e-05]","[-0.0001343046678812243, -0.00010553068568697199, 4.776979039888829e-05, -8.966216410044581e-05]","['Neutral', 'Neutral', 'Positive', 'Neutral']","['Neutral', 'Neutral', 'Neutral', 'Neutral']",0.2388314119845745,-6.860634294571355e-05,2,React Components
https://api.github.com/repos/davidusb-geek/emhass/issues/82,ed7e12ae,https://chat.openai.com/share/6a5bd9ed-f67f-4c32-a5d7-96e06de1255d,Python,GPT-4-CODE-INTERPRETER,359,877,518,"[-0.00012237632472533733, 0.00013098916679155082, -0.00036398073279997334]","[-8.7472923041787e-05, -8.7472923041787e-05, -9.190937271341681e-05]","['Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral']",-0.0001798371558834,-8.96911478776019e-05,4,Vector Optimization
https://api.github.com/repos/GreyDGL/PentestGPT/issues/105,4b2a3729,https://chat.openai.com/share/d3f52223-4235-4421-a359-73070ea6d652,Python,GPT-3.5,4751,4675,-76,"[-0.000166870049724821, 7.533430471085012e-05]","[8.118542609736323e-06, 8.118542609736323e-06]","['Neutral', 'Neutral']","['Neutral', 'Neutral']",-5.400480101040265e-06,8.118542609736323e-06,12,Ad-hoc Dialogue
https://api.github.com/repos/jhipster/generator-jhipster/issues/22429,5d62c211,https://chat.openai.com/share/a41f5514-8ca7-48cf-b348-b0a995498971,TypeScript,GPT-3.5,26,922,896,"[-2.2246000298764557e-05, -9.806513116927817e-05]","[-0.00024205663066823035, -0.0003004790924023837]","['Neutral', 'Neutral']","['Neutral', 'Neutral']",-7.279208754577363e-05,-0.0002810049384909,19,Package Management and Process Monitoring
https://api.github.com/repos/openai/evals/issues/1083,45840d51,https://chat.openai.com/share/4aeb8ed6-6dff-4f26-a946-aefe8c2fa511,Python,GPT-4,581,3005,2424,"[-0.9124736771773314, -0.062264741834951565, -0.0001028767874231562, -0.00040059863385977224, -2.915090590249747e-05, -2.3877480998635292e-05, -0.0004472866567084566, -0.7791000403813086, -0.00018020873540081084, 0.9986192140058847, -0.0003651258084573783, 7.573954644612968e-05, 3.5367353120818734e-05, -0.9963357445813017]","[0.1390032978670206, 0.00021998657030053437, -0.989744610094931, -3.6699260817840695e-05, 6.534383282996714e-05, -0.00020239195873728022, 0.9982539050542982, 0.985223277748446, 0.9995728083449649, 0.0005184681140235625, 0.9897860272176331, -0.00035956978899776004, 0.00022690076002618298, 0.00010862429189728573]","['Negative', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Negative', 'Neutral', 'Positive', 'Neutral', 'Neutral', 'Neutral', 'Negative']","['Neutral', 'Neutral', 'Negative', 'Neutral', 'Neutral', 'Neutral', 'Positive', 'Positive', 'Positive', 'Neutral', 'Positive', 'Neutral', 'Neutral', 'Neutral']",-0.2453108191298207,0.24995198586876,4,Vector Optimization
